🇭🇰港澳台(主线1),#genre#
江苏卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视HD,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
四川卫视HD,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
山东卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
陕西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
山西卫视HD,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
深圳卫视HD,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视HD,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
云南卫视HD,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
浙江卫视HD,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
重庆文体娱乐,http://38.75.136.137:98/gslb/dsdqpub/cqyl.m3u8?auth=testpub
重庆社会与法,http://38.75.136.137:98/gslb/dsdqpub/cqds.m3u8?auth=testpub
重庆新农村,http://38.75.136.137:98/gslb/dsdqpub/cqgg.m3u8?auth=testpub
重庆重广融媒,http://38.75.136.137:98/gslb/dsdqpub/cqjc.m3u8?auth=testpub
重庆红叶,http://38.75.136.137:98/gslb/dsdqpub/cqkj.m3u8?auth=testpub
重庆汽摩,http://38.75.136.137:98/gslb/dsdqpub/cqqm.m3u8?auth=testpub
重庆少儿,http://38.75.136.137:98/gslb/dsdqpub/cqse.m3u8?auth=testpub
重庆红岩文化,http://38.75.136.137:98/gslb/dsdqpub/cqss.m3u8?auth=testpub
重庆新闻,http://38.75.136.137:98/gslb/dsdqpub/cqxw.m3u8?auth=testpub
重庆影视剧,http://38.75.136.137:98/gslb/dsdqpub/cqys.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub
嘉佳卡通,http://38.75.136.137:98/gslb/dsdqpub/gdjjkt.m3u8?auth=testpub
岭南戏曲,http://38.75.136.137:98/gslb/dsdqpub/gdlnxq.m3u8?auth=testpub
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub
广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub
动漫秀场HD,http://38.75.136.137:98/gslb/dsdqpub/dmxchd.m3u8?auth=testpub
都市剧场HD,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub
第一财经HD,http://38.75.136.137:98/gslb/dsdqpub/dycjhd.m3u8?auth=testpub
欢笑剧场HD,http://38.75.136.137:98/gslb/dsdqpub/hxjchd.m3u8?auth=testpub
东方影视HD,http://38.75.136.137:98/gslb/dsdqpub/shdsjhd.m3u8?auth=testpub
生活时尚HD,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub
上海新闻HD,http://38.75.136.137:98/gslb/dsdqpub/shxwhd.m3u8?auth=testpub
上海都市HD,http://38.75.136.137:98/gslb/dsdqpub/shylhd.m3u8?auth=testpub
五星体育HD,http://38.75.136.137:98/gslb/dsdqpub/wxtyhd.m3u8?auth=testpub
哈哈炫动HD,http://38.75.136.137:98/gslb/dsdqpub/xdkthd.m3u8?auth=testpub
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub
广西国际,http://38.75.136.137:98/gslb/dsdqpub/gxgj.m3u8?auth=testpub
广西新闻,http://38.75.136.137:98/gslb/dsdqpub/gxxw.m3u8?auth=testpub
广西移动,http://38.75.136.137:98/gslb/dsdqpub/gxyd.m3u8?auth=testpub
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub
广西综艺旅游,http://38.75.136.137:98/gslb/dsdqpub/gxzy.m3u8?auth=testpub
湖北经视,http://38.75.136.137:98/gslb/dsdqpub/hbjs.m3u8?auth=testpub
湖北教育,http://38.75.136.137:98/gslb/dsdqpub/hbjy.m3u8?auth=testpub
湖北垄上,http://38.75.136.137:98/gslb/dsdqpub/hbls.m3u8?auth=testpub
湖北生活,http://38.75.136.137:98/gslb/dsdqpub/hbty.m3u8?auth=testpub
湖北影视,http://38.75.136.137:98/gslb/dsdqpub/hbys.m3u8?auth=testpub
湖北综合,http://38.75.136.137:98/gslb/dsdqpub/hbzh.m3u8?auth=testpub
青岛新闻综合,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv1.m3u8?auth=testpub
青岛生活服务,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv2.m3u8?auth=testpub
青岛影视频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv3.m3u8?auth=testpub
青岛休闲资讯,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv4.m3u8?auth=testpub
青岛都市频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv5.m3u8?auth=testpub
天津新闻,http://38.75.136.137:98/gslb/dsdqpub/tjtv1.m3u8?auth=testpub
天津文艺,http://38.75.136.137:98/gslb/dsdqpub/tjtv2.m3u8?auth=testpub
天津影视,http://38.75.136.137:98/gslb/dsdqpub/tjtv3.m3u8?auth=testpub
天津都市,http://38.75.136.137:98/gslb/dsdqpub/tjtv4.m3u8?auth=testpub
天津体育,http://38.75.136.137:98/gslb/dsdqpub/tjtv5.m3u8?auth=testpub
天津教育,http://38.75.136.137:98/gslb/dsdqpub/tjtv6.m3u8?auth=testpub
成龙电影,http://38.75.136.137:98/gslb/dsdqpub/lbcl.m3u8?auth=testpub
林正英影院,http://38.75.136.137:98/gslb/dsdqpub/lblzy.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
周润发电影,http://38.75.136.137:98/gslb/dsdqpub/lbzrf.m3u8?auth=testpub
周星驰电影,http://38.75.136.137:98/gslb/dsdqpub/lbzxc.m3u8?auth=testpub
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV3,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV5,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV6,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV7,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV8,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV9,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV13,http://38.75.136.137:98/gslb/dsdqpub/cctv13hd.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub

cctv1hd,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
cctv2hd,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
cctv3hd,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
cctv4hd,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
cctv5hd,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
cctv6hd,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
cctv7hd,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
cctv8hd,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
cctv9hd,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
cctv10hd,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
cctv11hd,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
cctv12hd,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
cctv13hd,http://38.75.136.137:98/gslb/dsdqbv/cctv13hd.m3u8?auth=test20251009
cctv14hd,http://38.75.136.137:98/gslb/dsdqbv/cctv14hd.m3u8?auth=test20251009
cctv15hd,http://38.75.136.137:98/gslb/dsdqbv/cctv15hd.m3u8?auth=test20251009
cctv16hd,http://38.75.136.137:98/gslb/dsdqbv/cctv16hd.m3u8?auth=test20251009
cctv17hd,http://38.75.136.137:98/gslb/dsdqbv/cctv17hd.m3u8?auth=test20251009
cctv5p,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009

🎞️轮播剧场,#genre#
荒野求生其他,http://cfss.cc/cdn/huya/593667.flv
野行者其他,http://cfss.cc/cdn/huya/20072663.flv
跳舞其他,http://cfss.cc/cdn/huya/24634408.flv
茶啊二中动画,http://cfss.cc/cdn/huya/11213191.flv
哆啦A梦动漫,http://cfss.cc/cdn/huya/11601963.flv
航海王动漫,http://cfss.cc/cdn/huya/16913382.flv
七龙珠动漫,http://cfss.cc/cdn/huya/11601966.flv
猫和老鼠动漫,http://cfss.cc/cdn/huya/11352879.flv
中华小当家动漫,http://cfss.cc/cdn/huya/11342413.flv
新水浒传,http://cfss.cc/cdn/huya/11342384.flv
神探狄仁杰第一部,http://cfss.cc/cdn/huya/11352958.flv
神探狄仁杰第三部,http://cfss.cc/cdn/huya/11342425.flv
爱情公寓,http://cfss.cc/cdn/huya/11336726.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
亮剑,http://cfss.cc/cdn/huya/30080238.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
笑傲江湖,http://cfss.cc/cdn/huya/26355790.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
陈情令,http://cfss.cc/cdn/huya/29465862.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
沈腾电影,http://cfss.cc/cdn/huya/11601968.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
强森电影,http://cfss.cc/cdn/huya/21059581.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
笑傲江湖,http://cfss.cc/cdn/huya/26355790.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
陈情令,http://cfss.cc/cdn/huya/29465862.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
楚汉骄雄,http://cfss.cc/cdn/huya/23740156.flv
封神榜,http://cfss.cc/cdn/huya/23749096.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/23735126.flv
天龙八部,http://cfss.cc/cdn/huya/23903123.flv
鹿鼎记,http://cfss.cc/cdn/huya/23865080.flv
寻秦记,http://cfss.cc/cdn/huya/23864973.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
倚天屠龙记,http://cfss.cc/cdn/huya/23734246.flv
笑傲江湖,http://cfss.cc/cdn/huya/23865142.flv
刑事侦缉档案,http://cfss.cc/cdn/huya/23734169.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/23903130.flv
陀枪师姐,http://cfss.cc/cdn/huya/23860039.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/23903196.flv
创世纪,http://cfss.cc/cdn/huya/23749083.flv
妙手仁心,http://cfss.cc/cdn/huya/23829543.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
野蛮亲家,http://cfss.cc/cdn/huya/23863796.flv
笑看风云,http://cfss.cc/cdn/huya/23865058.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
沈腾电影,http://cfss.cc/cdn/huya/11601968.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
强森电影,http://cfss.cc/cdn/huya/21059581.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
笑傲江湖,http://cfss.cc/cdn/huya/26355790.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
庆余年,http://cfss.cc/cdn/huya/11352960.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
家有儿女,http://cfss.cc/cdn/huya/30335591.flv
楚汉骄雄,http://cfss.cc/cdn/huya/23740156.flv
封神榜,http://cfss.cc/cdn/huya/23749096.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/23735126.flv
天龙八部,http://cfss.cc/cdn/huya/23903123.flv
鹿鼎记,http://cfss.cc/cdn/huya/23865080.flv
寻秦记,http://cfss.cc/cdn/huya/23864973.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
倚天屠龙记,http://cfss.cc/cdn/huya/23734246.flv
笑傲江湖,http://cfss.cc/cdn/huya/23865142.flv
刑事侦缉档案,http://cfss.cc/cdn/huya/23734169.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/23903130.flv
陀枪师姐,http://cfss.cc/cdn/huya/23860039.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/23903196.flv
创世纪,http://cfss.cc/cdn/huya/23749083.flv
妙手仁心,http://cfss.cc/cdn/huya/23829543.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
野蛮亲家,http://cfss.cc/cdn/huya/23863796.flv
笑看风云,http://cfss.cc/cdn/huya/23865058.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
喜羊羊与灰太狼,http://cfss.cc/cdn/huya/23865080.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
庆余年,http://cfss.cc/cdn/huya/11352960.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
乌龙闯情关,http://cfss.cc/cdn/huya/26355767.flv
家有儿女,http://cfss.cc/cdn/huya/30335591.flv
永夜星河,http://cfss.cc/cdn/huya/23734169.flv
柳舟计,http://cfss.cc/cdn/huya/23860039.flv
玫瑰的故事,http://cfss.cc/cdn/huya/23865142.flv
梦中的那片海,http://cfss.cc/cdn/huya/26355765.flv
大秦赋,http://cfss.cc/cdn/huya/23903130.flv
唐诡之西行,http://cfss.cc/cdn/huya/26355763.flv
楚汉骄雄,http://cfss.cc/cdn/huya/29465854.flv
封神榜,http://cfss.cc/cdn/huya/29465849.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/29465859.flv
寻秦记,http://cfss.cc/cdn/huya/29465848.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/29465851.flv
陀枪师姐,http://cfss.cc/cdn/huya/29465857.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/29465855.flv
创世纪,http://cfss.cc/cdn/huya/29465852.flv
妙手仁心,http://cfss.cc/cdn/huya/29465853.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
笑看风云,http://cfss.cc/cdn/huya/29465858.flv
创世纪,http://cfss.cc/cdn/huya/23749083.flv
妙手仁心,http://cfss.cc/cdn/huya/23829543.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
野蛮亲家,http://cfss.cc/cdn/huya/23863796.flv
笑看风云,http://cfss.cc/cdn/huya/23865058.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
喜羊羊与灰太狼,http://cfss.cc/cdn/huya/23865080.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
庆余年,http://cfss.cc/cdn/huya/11352960.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
乌龙闯情关,http://cfss.cc/cdn/huya/26355767.flv
家有儿女,http://cfss.cc/cdn/huya/30335591.flv
永夜星河,http://cfss.cc/cdn/huya/23734169.flv
柳舟计,http://cfss.cc/cdn/huya/23860039.flv
玫瑰的故事,http://cfss.cc/cdn/huya/23865142.flv
梦中的那片海,http://cfss.cc/cdn/huya/26355765.flv
大秦赋,http://cfss.cc/cdn/huya/23903130.flv
唐诡之西行,http://cfss.cc/cdn/huya/26355763.flv
楚汉骄雄,http://cfss.cc/cdn/huya/29465854.flv
封神榜,http://cfss.cc/cdn/huya/29465849.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/29465859.flv
寻秦记,http://cfss.cc/cdn/huya/29465848.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/29465851.flv
陀枪师姐,http://cfss.cc/cdn/huya/29465857.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/29465855.flv
创世纪,http://cfss.cc/cdn/huya/29465852.flv
妙手仁心,http://cfss.cc/cdn/huya/29465853.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
笑看风云,http://cfss.cc/cdn/huya/29465858.flv

🎦影视频道,#genre#
放映厅轮播,http://cfss.cc/cdn/huya/11602077.flv
刘德华轮播,http://cfss.cc/cdn/huya/11342424.flv
许冠英轮播,http://cfss.cc/cdn/huya/11601972.flv
李连杰轮播,http://cfss.cc/cdn/huya/11342390.flv
甄子丹轮播,http://cfss.cc/cdn/huya/11352935.flv
周润发轮播,http://cfss.cc/cdn/huya/11342387.flv
周星星轮播,http://cfss.cc/cdn/huya/11336587.flv
洪金宝轮播,http://cfss.cc/cdn/huya/11279251.flv
梁家辉轮播,http://cfss.cc/cdn/huya/11342429.flv
洪金宝轮播,http://cfss.cc/cdn/huya/11279251.flv
五福星轮播,http://cfss.cc/cdn/huya/11282233.flv
古天乐轮播,http://cfss.cc/cdn/huya/11602041.flv
邱淑贞轮播,http://cfss.cc/cdn/huya/11352949.flv
周海媚轮播,http://cfss.cc/cdn/huya/11279247.flv
星爷轮播,http://cfss.cc/cdn/huya/11342412.flv
英叔轮播,http://cfss.cc/cdn/huya/11342421.flv
成龙轮播,http://cfss.cc/cdn/huya/11342386.flv
王晶轮播,http://cfss.cc/cdn/huya/11602058.flv
沈腾轮播,http://cfss.cc/cdn/huya/11601968.flv
黄渤轮播,http://cfss.cc/cdn/huya/11352876.flv
吴京轮播,http://cfss.cc/cdn/huya/11602041.flv
强森轮播,http://cfss.cc/cdn/huya/21059581.flv
玄幻轮播,http://cfss.cc/cdn/huya/11342414.flv
喜剧轮播,http://cfss.cc/cdn/huya/11352877.flv
港片轮播,http://cfss.cc/cdn/huya/11602043.flv
国产轮播,http://cfss.cc/cdn/huya/11352973.flv
漫威轮播,http://cfss.cc/cdn/huya/11602034.flv
宇宙轮播,http://cfss.cc/cdn/huya/11342428.flv
怪兽轮播,http://cfss.cc/cdn/huya/21059577.flv
武侠轮播,http://cfss.cc/cdn/huya/11342427.flv
警匪轮播,http://cfss.cc/cdn/huya/11352886.flv
罪犯轮播,http://cfss.cc/cdn/huya/11352962.flv
枪战轮播,http://cfss.cc/cdn/huya/21059579.flv
盗墓轮播,http://cfss.cc/cdn/huya/21059552.flv
海盗轮播,http://cfss.cc/cdn/huya/21059595.flv
推荐轮播,http://cfss.cc/cdn/huya/11602041.flv
救援轮播,http://cfss.cc/cdn/huya/21059594.flv
